time,sv,ECEF,position,clock,velocity,dclock,t0
2023-04-10 02:30:00,G19,y,6842.178254,301.583668,,2.492947825413577e-306,2023-04-10
2023-04-10 02:30:00,G19,z,-21227.670118,301.583668,,2.492947825413577e-306,2023-04-10
2023-04-10 02:30:00,G20,x,23982.232428,439.924608,,2.153425531651096e-282,2023-04-10
2023-04-10 02:30:00,G20,y,-3172.256545,439.924608,,2.153425531651096e-282,2023-04-10
2023-04-10 02:30:00,G20,z,10772.082181,439.924608,,2.153425531651096e-282,2023-04-10
2023-04-10 02:30:00,G21,x,-16144.06639,154.262287,,-7.228481089489428e-162,2023-04-10
2023-04-10 02:30:00,G21,y,19916.170994,154.262287,,-7.228481089489428e-162,2023-04-10
2023-04-10 02:30:00,G21,z,-4348.578995,154.262287,,-7.228481089489428e-162,2023-04-10
2023-04-10 02:30:00,G22,x,-15077.240205,461.324993,,1.4771662060725656e+248,2023-04-10
2023-04-10 02:30:00,G22,y,-2858.005838,461.324993,,1.4771662060725656e+248,2023-04-10
2023-04-10 02:30:00,G22,z,-21248.233776,461.324993,,1.4771662060725656e+248,2023-04-10
2023-04-10 02:30:00,G23,x,-16374.55248,15.820422,,8.67105519523199e+183,2023-04-10
2023-04-10 02:30:00,G23,y,-15692.681561,15.820422,,8.67105519523199e+183,2023-04-10
2023-04-10 02:30:00,G23,z,13948.354175,15.820422,,8.67105519523199e+183,2023-04-10
2023-04-10 02:30:00,G24,x,12269.058133,-145.776558,,6.013469530273135e-154,2023-04-10
2023-04-10 02:30:00,G24,y,-21544.148773,-145.776558,,6.013469530273135e-154,2023-04-10
2023-04-10 02:30:00,G24,z,-9277.890807,-145.776558,,6.013469530273135e-154,2023-04-10
2023-04-10 02:30:00,G25,x,-7826.00473,434.42438,,9.219282026433261e+242,2023-04-10
2023-04-10 02:30:00,G25,y,-17240.642624,434.42438,,9.219282026433261e+242,2023-04-10
2023-04-10 02:30:00,G25,z,-19048.58214,434.42438,,9.219282026433261e+242,2023-04-10
2023-04-10 02:30:00,G26,x,-25900.418293,241.821212,,7.328158223475991e+223,2023-04-10
2023-04-10 02:30:00,G26,y,-3655.156111,241.821212,,7.328158223475991e+223,2023-04-10
2023-04-10 02:30:00,G26,z,5443.986332,241.821212,,7.328158223475991e+223,2023-04-10
2023-04-10 02:30:00,G27,x,-13447.008418,62.326797,,5.348871777971002e+199,2023-04-10
2023-04-10 02:30:00,G27,y,7950.487494,62.326797,,5.348871777971002e+199,2023-04-10
2023-04-10 02:30:00,G27,z,21171.714103,62.326797,,5.348871777971002e+199,2023-04-10
2023-04-10 02:30:00,G28,x,-18544.054064,62.180375,,7.744128378648551e+228,2023-04-10
2023-04-10 02:30:00,G28,y,-1329.791176,62.180375,,7.744128378648551e+228,2023-04-10
2023-04-10 02:30:00,G28,z,-18992.994892,62.180375,,7.744128378648551e+228,2023-04-10
2023-04-10 02:30:00,G29,x,-2823.855152,-594.833219,,2.7939259642853075e+199,2023-04-10
2023-04-10 02:30:00,G29,y,-26348.56388,-594.833219,,2.7939259642853075e+199,2023-04-10
2023-04-10 02:30:00,G29,z,814.912555,-594.833219,,2.7939259642853075e+199,2023-04-10
2023-04-10 02:30:00,G30,x,15029.334,-523.107434,,1.2095665596240192e+185,2023-04-10
2023-04-10 02:30:00,G30,y,7509.599814,-523.107434,,1.2095665596240192e+185,2023-04-10
2023-04-10 02:30:00,G30,z,20724.400372,-523.107434,,1.2095665596240192e+185,2023-04-10
2023-04-10 02:30:00,G31,x,-22308.648596,-213.616962,,3.901115122487024e-299,2023-04-10
2023-04-10 02:30:00,G31,y,4711.534554,-213.616962,,3.901115122487024e-299,2023-04-10
2023-04-10 02:30:00,G31,z,-14165.928375,-213.616962,,3.901115122487024e-299,2023-04-10
2023-04-10 02:30:00,G32,x,-14800.638768,-447.356122,,-4.117286732938047e+127,2023-04-10
2023-04-10 02:30:00,G32,y,-13185.022611,-447.356122,,-4.117286732938047e+127,2023-04-10
2023-04-10 02:30:00,G32,z,-17598.342618,-447.356122,,-4.117286732938047e+127,2023-04-10
2023-04-10 02:45:00,G01,x,-11744.422048,194.665254,,7.687616724934573e+170,2023-04-10
2023-04-10 02:45:00,G01,y,20804.649941,194.665254,,7.687616724934573e+170,2023-04-10
2023-04-10 02:45:00,G01,z,-11536.589707,194.665254,,7.687616724934573e+170,2023-04-10
2023-04-10 02:45:00,G02,x,4151.904035,-607.497737,,-6.039736599950939e+151,2023-04-10
2023-04-10 02:45:00,G02,y,-21195.14448,-607.497737,,-6.039736599950939e+151,2023-04-10
2023-04-10 02:45:00,G02,z,16255.925612,-607.497737,,-6.039736599950939e+151,2023-04-10
2023-04-10 02:45:00,G03,x,-3220.972571,-332.661955,,1.3336040016335173e+241,2023-04-10
2023-04-10 02:45:00,G03,y,14575.504013,-332.661955,,1.3336040016335173e+241,2023-04-10
2023-04-10 02:45:00,G03,z,-22097.467395,-332.661955,,1.3336040016335173e+241,2023-04-10
2023-04-10 02:45:00,G04,x,-1209.814399,13.135898,,5.791002291630603e-85,2023-04-10
2023-04-10 02:45:00,G04,y,25034.158266,13.135898,,5.791002291630603e-85,2023-04-10
2023-04-10 02:45:00,G04,z,-8606.772186,13.135898,,5.791002291630603e-85,2023-04-10
2023-04-10 02:45:00,G05,x,19482.865511,-122.810726,,1.019077143809702e+277,2023-04-10
2023-04-10 02:45:00,G05,y,-6876.942599,-122.810726,,1.019077143809702e+277,2023-04-10
2023-04-10 02:45:00,G05,z,16587.225446,-122.810726,,1.019077143809702e+277,2023-04-10
2023-04-10 02:45:00,G06,x,17787.337034,586.244306,,2.64171897893e-313,2023-04-10
2023-04-10 02:45:00,G06,y,1210.507657,586.244306,,2.64171897893e-313,2023-04-10
2023-04-10 02:45:00,G06,z,-19657.58788,586.244306,,2.64171897893e-313,2023-04-10
2023-04-10 02:45:00,G07,x,2218.533696,204.779542,,2.7641418808157647e+199,2023-04-10
2023-04-10 02:45:00,G07,y,17544.813611,204.779542,,2.7641418808157647e+199,2023-04-10
2023-04-10 02:45:00,G07,z,20120.632845,204.779542,,2.7641418808157647e+199,2023-04-10
2023-04-10 02:45:00,G08,x,-8678.270235,-117.016793,,5.21676374362922e+257,2023-04-10
2023-04-10 02:45:00,G08,y,17128.234944,-117.016793,,5.21676374362922e+257,2023-04-10
2023-04-10 02:45:00,G08,z,18109.369839,-117.016793,,5.21676374362922e+257,2023-04-10
2023-04-10 02:45:00,G09,x,7516.070514,-183.223317,,1.15091787e-316,2023-04-10
2023-04-10 02:45:00,G09,y,25405.154719,-183.223317,,1.15091787e-316,2023-04-10
2023-04-10 02:45:00,G09,z,1425.719997,-183.223317,,1.15091787e-316,2023-04-10
2023-04-10 02:45:00,G10,x,-23345.394638,-32.175852,,7.547925130825195e+168,2023-04-10
2023-04-10 02:45:00,G10,y,-11480.773988,-32.175852,,7.547925130825195e+168,2023-04-10
2023-04-10 02:45:00,G10,z,6290.365256,-32.175852,,7.547925130825195e+168,2023-04-10
2023-04-10 02:45:00,G11,x,22506.641091,-157.45191,,4.896371263413719e-307,2023-04-10
2023-04-10 02:45:00,G11,y,-10529.703118,-157.45191,,4.896371263413719e-307,2023-04-10
2023-04-10 02:45:00,G11,z,-9327.696406,-157.45191,,4.896371263413719e-307,2023-04-10
2023-04-10 02:45:00,G12,x,6768.756409,-362.043699,,1.69201582140174e-309,2023-04-10
2023-04-10 02:45:00,G12,y,-13699.133526,-362.043699,,1.69201582140174e-309,2023-04-10
2023-04-10 02:45:00,G12,z,-22002.617357,-362.043699,,1.69201582140174e-309,2023-04-10
2023-04-10 02:45:00,G13,x,13286.469413,503.465236,,7.690757201239367e-297,2023-04-10
2023-04-10 02:45:00,G13,y,-9821.595476,503.465236,,7.690757201239367e-297,2023-04-10
2023-04-10 02:45:00,G13,z,20574.23154,503.465236,,7.690757201239367e-297,2023-04-10
2023-04-10 02:45:00,G14,x,21306.37318,20.502199,,2.505252524626629e-292,2023-04-10
2023-04-10 02:45:00,G14,y,13596.634074,20.502199,,2.505252524626629e-292,2023-04-10
2023-04-10 02:45:00,G14,z,8399.877215,20.502199,,2.505252524626629e-292,2023-04-10
2023-04-10 02:45:00,G15,x,6519.303342,29.244905,,6.012608946507676e-273,2023-04-10
2023-04-10 02:45:00,G15,y,-18638.521247,29.244905,,6.012608946507676e-273,2023-04-10
2023-04-10 02:45:00,G15,z,17186.379655,29.244905,,6.012608946507676e-273,2023-04-10
2023-04-10 02:45:00,G16,x,-22051.768097,-509.918886,,1.6429094998561509e-287,2023-04-10
2023-04-10 02:45:00,G16,y,2049.83737,-509.918886,,1.6429094998561509e-287,2023-04-10
2023-04-10 02:45:00,G16,z,14683.859186,-509.918886,,1.6429094998561509e-287,2023-04-10
2023-04-10 02:45:00,G17,x,12734.418583,709.830384,,5.833476161060164e-302,2023-04-10
2023-04-10 02:45:00,G17,y,18166.263282,709.830384,,5.833476161060164e-302,2023-04-10
2023-04-10 02:45:00,G17,z,-14098.433378,709.830384,,5.833476161060164e-302,2023-04-10
2023-04-10 02:45:00,G18,x,-4929.691316,-217.410063,,2.9181986885760196e-152,2023-04-10
2023-04-10 02:45:00,G18,y,-15040.366453,-217.410063,,2.9181986885760196e-152,2023-04-10
2023-04-10 02:45:00,G18,z,21304.628616,-217.410063,,2.9181986885760196e-152,2023-04-10
2023-04-10 02:45:00,G19,x,14978.481436,301.588515,,2.1472705846119363e+243,2023-04-10
2023-04-10 02:45:00,G19,y,9154.680805,301.588515,,2.1472705846119363e+243,2023-04-10
2023-04-10 02:45:00,G19,z,-20245.251187,301.588515,,2.1472705846119363e+243,2023-04-10
2023-04-10 02:45:00,G20,x,25013.7086,439.922456,,2.0289887361294065e+93,2023-04-10
2023-04-10 02:45:00,G20,y,-2724.966632,439.922456,,2.0289887361294065e+93,2023-04-10
2023-04-10 02:45:00,G20,z,8223.274598,439.922456,,2.0289887361294065e+93,2023-04-10
2023-04-10 02:45:00,G21,x,-16654.510275,154.262346,,2.0244611277223678e+267,2023-04-10
2023-04-10 02:45:00,G21,y,19984.101665,154.262346,,2.0244611277223678e+267,2023-04-10
2023-04-10 02:45:00,G21,z,-1466.214508,154.262346,,2.0244611277223678e+267,2023-04-10
2023-04-10 02:45:00,G22,x,-15301.975421,461.331018,,1.3068939965715872e+179,2023-04-10
2023-04-10 02:45:00,G22,y,-5336.096282,461.331018,,1.3068939965715872e+179,2023-04-10
2023-04-10 02:45:00,G22,z,-20628.181419,461.331018,,1.3068939965715872e+179,2023-04-10
2023-04-10 02:45:00,G23,x,-14698.106691,15.822653,,2.215483540524293e+68,2023-04-10
2023-04-10 02:45:00,G23,y,-15334.685972,15.822653,,2.215483540524293e+68,2023-04-10
2023-04-10 02:45:00,G23,z,16043.347639,15.822653,,2.215483540524293e+68,2023-04-10
2023-04-10 02:45:00,G24,x,13119.82523,-145.789811,,6.0109996383230316e+175,2023-04-10
2023-04-10 02:45:00,G24,y,-21952.138704,-145.789811,,6.0109996383230316e+175,2023-04-10
2023-04-10 02:45:00,G24,z,-6656.029982,-145.789811,,6.0109996383230316e+175,2023-04-10
2023-04-10 02:45:00,G25,x,-5719.719407,434.427009,,2.4408556902368942e-154,2023-04-10
2023-04-10 02:45:00,G25,y,-16656.661312,434.427009,,2.4408556902368942e-154,2023-04-10
2023-04-10 02:45:00,G25,z,-20273.579105,434.427009,,2.4408556902368942e-154,2023-04-10
2023-04-10 02:45:00,G26,x,-26283.502597,241.821011,,7.687616724918116e+170,2023-04-10
2023-04-10 02:45:00,G26,y,-4067.386177,241.821011,,7.687616724918116e+170,2023-04-10
2023-04-10 02:45:00,G26,z,2712.633804,241.821011,,7.687616724918116e+170,2023-04-10
2023-04-10 02:45:00,G27,x,-13993.242085,62.319459,,1.1446984339124312e+243,2023-04-10
2023-04-10 02:45:00,G27,y,5506.108557,62.319459,,1.1446984339124312e+243,2023-04-10
2023-04-10 02:45:00,G27,z,21621.962293,62.319459,,1.1446984339124312e+243,2023-04-10
2023-04-10 02:45:00,G28,x,-16986.268227,62.186543,,8.562325574988625e+194,2023-04-10
2023-04-10 02:45:00,G28,y,-2941.478637,62.186543,,8.562325574988625e+194,2023-04-10
2023-04-10 02:45:00,G28,z,-20230.738703,62.186543,,8.562325574988625e+194,2023-04-10
2023-04-10 02:45:00,G29,x,-2601.758753,-594.834799,,-2.48919249315409e-75,2023-04-10
2023-04-10 02:45:00,G29,y,-26308.076242,-594.834799,,-2.48919249315409e-75,2023-04-10
2023-04-10 02:45:00,G29,z,-2076.538853,-594.834799,,-2.48919249315409e-75,2023-04-10
2023-04-10 02:45:00,G30,x,13252.480308,-523.105839,,2.892703769861698e+246,2023-04-10
2023-04-10 02:45:00,G30,y,9103.055751,-523.105839,,2.892703769861698e+246,2023-04-10
2023-04-10 02:45:00,G30,z,21269.694858,-523.105839,,2.892703769861698e+246,2023-04-10
2023-04-10 02:45:00,G31,x,-21114.106493,-213.617783,,2.973260435458979e+222,2023-04-10
2023-04-10 02:45:00,G31,y,3499.178202,-213.617783,,2.973260435458979e+222,2023-04-10
2023-04-10 02:45:00,G31,z,-16186.899103,-213.617783,,2.973260435458979e+222,2023-04-10
2023-04-10 02:45:00,G32,x,-15036.21125,-447.36535,,9.337120945266881e+25,2023-04-10
2023-04-10 02:45:00,G32,y,-15111.450624,-447.36535,,9.337120945266881e+25,2023-04-10
2023-04-10 02:45:00,G32,z,-15792.235891,-447.36535,,9.337120945266881e+25,2023-04-10
2023-04-10 03:00:00,G01,x,-12678.903087,194.662225,,8.716179993591958e+150,2023-04-10
2023-04-10 03:00:00,G01,y,21470.816141,194.662225,,8.716179993591958e+150,2023-04-10
2023-04-10 03:00:00,G01,z,-8932.564369,194.662225,,8.716179993591958e+150,2023-04-10
2023-04-10 03:00:00,G02,x,5320.380023,-607.494491,,1.144492706809041e+243,2023-04-10
2023-04-10 03:00:00,G02,y,-22351.668224,-607.494491,,1.144492706809041e+243,2023-04-10
2023-04-10 03:00:00,G02,z,14182.278746,-607.494491,,1.144492706809041e+243,2023-04-10
2023-04-10 03:00:00,G03,x,-5625.521676,-332.654303,,3.99911029775108e+252,2023-04-10
2023-04-10 03:00:00,G03,y,13918.110011,-332.654303,,3.99911029775108e+252,2023-04-10
2023-04-10 03:00:00,G03,z,-22029.134104,-332.654303,,3.99911029775108e+252,2023-04-10
2023-04-10 03:00:00,G04,x,-1690.232943,13.144162,,1.9685988395346507e-268,2023-04-10
2023-04-10 03:00:00,G04,y,23979.429786,13.144162,,1.9685988395346507e-268,2023-04-10
2023-04-10 03:00:00,G04,z,-11158.548879,13.144162,,1.9685988395346507e-268,2023-04-10
2023-04-10 03:00:00,G05,x,21211.430239,-122.812053,,6.021845138217251e+151,2023-04-10
2023-04-10 03:00:00,G05,y,-6324.24859,-122.812053,,6.021845138217251e+151,2023-04-10
2023-04-10 03:00:00,G05,z,14597.884193,-122.812053,,6.021845138217251e+151,2023-04-10
2023-04-10 03:00:00,G06,x,16177.747096,586.245625,,9.338760423614164e+252,2023-04-10
2023-04-10 03:00:00,G06,y,2882.303263,586.245625,,9.338760423614164e+252,2023-04-10
2023-04-10 03:00:00,G06,z,-20826.67636,586.245625,,9.338760423614164e+252,2023-04-10
2023-04-10 03:00:00,G07,x,585.762085,204.772075,,8.468322581277914e-308,2023-04-10
2023-04-10 03:00:00,G07,y,18966.769751,204.772075,,8.468322581277914e-308,2023-04-10
2023-04-10 03:00:00,G07,z,18832.743861,204.772075,,8.468322581277914e-308,2023-04-10
2023-04-10 03:00:00,G08,x,-9437.298163,-117.018243,,1.143204012424863e-309,2023-04-10
2023-04-10 03:00:00,G08,y,15080.012452,-117.018243,,1.143204012424863e-309,2023-04-10
2023-04-10 03:00:00,G08,z,19526.639759,-117.018243,,1.143204012424863e-309,2023-04-10
2023-04-10 03:00:00,G09,x,7255.064993,-183.216273,,1.2761299357662291e-303,2023-04-10
2023-04-10 03:00:00,G09,y,25489.034309,-183.216273,,1.2761299357662291e-303,2023-04-10
2023-04-10 03:00:00,G09,z,-1422.2778,-183.216273,,1.2761299357662291e-303,2023-04-10
2023-04-10 03:00:00,G10,x,-22486.936672,-32.177311,,8.960524677218743e-299,2023-04-10
2023-04-10 03:00:00,G10,y,-11426.318399,-32.177311,,8.960524677218743e-299,2023-04-10
2023-04-10 03:00:00,G10,z,8984.347143,-32.177311,,8.960524677218743e-299,2023-04-10
2023-04-10 03:00:00,G11,x,21749.266186,-157.463121,,0.0,2023-04-10
2023-04-10 03:00:00,G11,y,-9559.079617,-157.463121,,0.0,2023-04-10
2023-04-10 03:00:00,G11,z,-11833.827702,-157.463121,,0.0,2023-04-10
2023-04-10 03:00:00,G12,x,9062.467644,-362.047737,,7.715343191774136e-114,2023-04-10
2023-04-10 03:00:00,G12,y,-12874.262532,-362.047737,,7.715343191774136e-114,2023-04-10
2023-04-10 03:00:00,G12,z,-21660.581013,-362.047737,,7.715343191774136e-114,2023-04-10
2023-04-10 03:00:00,G13,x,13656.027666,503.470497,,5.902587038965774e+250,2023-04-10
2023-04-10 03:00:00,G13,y,-7412.626073,503.470497,,5.902587038965774e+250,2023-04-10
2023-04-10 03:00:00,G13,z,21338.561134,503.470497,,5.902587038965774e+250,2023-04-10
2023-04-10 03:00:00,G14,x,20179.470927,20.512406,,1.1774408606282832e+251,2023-04-10
2023-04-10 03:00:00,G14,y,13513.534273,20.512406,,1.1774408606282832e+251,2023-04-10
2023-04-10 03:00:00,G14,z,10925.070319,20.512406,,1.1774408606282832e+251,2023-04-10
2023-04-10 03:00:00,G15,x,7540.365176,29.247915,,5.6553664660966894e+97,2023-04-10
2023-04-10 03:00:00,G15,y,-16734.468576,29.247915,,5.6553664660966894e+97,2023-04-10
2023-04-10 03:00:00,G15,z,18652.783164,29.247915,,5.6553664660966894e+97,2023-04-10
2023-04-10 03:00:00,G16,x,-23480.087342,-509.916444,,2.356240813052932e+251,2023-04-10
2023-04-10 03:00:00,G16,y,1346.702797,-509.916444,,2.356240813052932e+251,2023-04-10
2023-04-10 03:00:00,G16,z,12467.435914,-509.916444,,2.356240813052932e+251,2023-04-10
2023-04-10 03:00:00,G17,x,12851.504058,709.832388,,7.266066113796565e+223,2023-04-10
2023-04-10 03:00:00,G17,y,19718.88208,709.832388,,7.266066113796565e+223,2023-04-10
2023-04-10 03:00:00,G17,z,-11776.471611,709.832388,,7.266066113796565e+223,2023-04-10
2023-04-10 03:00:00,G18,x,-3158.456936,-217.42514,,2.347824281180026e+251,2023-04-10
2023-04-10 03:00:00,G18,y,-16641.822193,-217.42514,,2.347824281180026e+251,2023-04-10
2023-04-10 03:00:00,G18,z,20419.092206,-217.42514,,2.347824281180026e+251,2023-04-10
2023-04-10 03:00:00,G19,x,15231.713642,301.592856,,8.406091369328856e-284,2023-04-10
2023-04-10 03:00:00,G19,y,11326.779127,301.592856,,8.406091369328856e-284,2023-04-10
2023-04-10 03:00:00,G19,z,-18923.560175,301.592856,,8.406091369328856e-284,2023-04-10
2023-04-10 03:00:00,G20,x,25770.825587,439.920226,,7.202132108358056e+252,2023-04-10
2023-04-10 03:00:00,G20,y,-2359.528556,439.920226,,7.202132108358056e+252,2023-04-10
2023-04-10 03:00:00,G20,z,5531.514735,439.920226,,7.202132108358056e+252,2023-04-10
2023-04-10 03:00:00,G21,x,-16938.627625,154.261852,,6.091124743198976e+247,2023-04-10
2023-04-10 03:00:00,G21,y,19825.459811,154.261852,,6.091124743198976e+247,2023-04-10
2023-04-10 03:00:00,G21,z,1442.936198,154.261852,,6.091124743198976e+247,2023-04-10
2023-04-10 03:00:00,G22,x,-15637.497553,461.337489,,2.52305299546794e-310,2023-04-10
2023-04-10 03:00:00,G22,y,-7704.940079,461.337489,,2.52305299546794e-310,2023-04-10
2023-04-10 03:00:00,G22,z,-19639.746007,461.337489,,2.52305299546794e-310,2023-04-10
2023-04-10 03:00:00,G23,x,-12788.844123,15.824905,,4.529300547263e-312,2023-04-10
2023-04-10 03:00:00,G23,y,-15015.853501,15.824905,,4.529300547263e-312,2023-04-10
2023-04-10 03:00:00,G23,z,17864.071376,15.824905,,4.529300547263e-312,2023-04-10
2023-04-10 03:00:00,G24,x,13756.444018,-145.803081,,2.182541423750751e-289,2023-04-10
2023-04-10 03:00:00,G24,y,-22168.258774,-145.803081,,2.182541423750751e-289,2023-04-10
2023-04-10 03:00:00,G24,z,-3917.900547,-145.803081,,2.182541423750751e-289,2023-04-10
2023-04-10 03:00:00,G25,x,-3471.213968,434.429708,,4.9e-322,2023-04-10
2023-04-10 03:00:00,G25,y,-16152.902756,434.429708,,4.9e-322,2023-04-10
2023-04-10 03:00:00,G25,z,-21161.043109,434.429708,,4.9e-322,2023-04-10
2023-04-10 03:00:00,G26,x,-26384.230743,241.820773,,3.6396471807648e-310,2023-04-10
2023-04-10 03:00:00,G26,y,-4396.590963,241.820773,,3.6396471807648e-310,2023-04-10
2023-04-10 03:00:00,G26,z,-64.515176,241.820773,,3.6396471807648e-310,2023-04-10
2023-04-10 03:00:00,G27,x,-14673.301216,62.312114,,1.2108921490785171e-305,2023-04-10
2023-04-10 03:00:00,G27,y,3068.699219,62.312114,,1.2108921490785171e-305,2023-04-10
2023-04-10 03:00:00,G27,z,21690.664937,62.312114,,1.2108921490785171e-305,2023-04-10
2023-04-10 03:00:00,G28,x,-15432.350596,62.192767,,7.268397819222317e-292,2023-04-10
2023-04-10 03:00:00,G28,y,-4719.766804,62.192767,,7.268397819222317e-292,2023-04-10
2023-04-10 03:00:00,G28,z,-21121.121425,62.192767,,7.268397819222317e-292,2023-04-10
2023-04-10 03:00:00,G29,x,-2320.154104,-594.836403,,2.103294554404193e-286,2023-04-10
2023-04-10 03:00:00,G29,y,-25958.337398,-594.836403,,2.103294554404193e-286,2023-04-10
2023-04-10 03:00:00,G29,z,-4932.084146,-594.836403,,2.103294554404193e-286,2023-04-10
2023-04-10 03:00:00,G30,x,11523.93626,-523.104238,,2.4943385177950943e-306,2023-04-10
2023-04-10 03:00:00,G30,y,10811.015699,-523.104238,,2.4943385177950943e-306,2023-04-10
2023-04-10 03:00:00,G30,z,21453.191784,-523.104238,,2.4943385177950943e-306,2023-04-10
2023-04-10 03:00:00,G31,x,-19830.527939,-213.618595,,2.986594873441988e-298,2023-04-10
2023-04-10 03:00:00,G31,y,2080.547004,-213.618595,,2.986594873441988e-298,2023-04-10
2023-04-10 03:00:00,G31,z,-17937.720499,-213.618595,,2.986594873441988e-298,2023-04-10
2023-04-10 03:00:00,G32,x,-15314.610846,-447.37455,,6.964128583417672e+252,2023-04-10
2023-04-10 03:00:00,G32,y,-16807.868595,-447.37455,,6.964128583417672e+252,2023-04-10
2023-04-10 03:00:00,G32,z,-13713.415858,-447.37455,,6.964128583417672e+252,2023-04-10
2023-04-10 03:15:00,G01,x,-13371.449169,194.65915,,9.115710397804332e-304,2023-04-10
2023-04-10 03:15:00,G01,y,21963.21665,194.65915,,9.115710397804332e-304,2023-04-10
2023-04-10 03:15:00,G01,z,-6173.555758,194.65915,,9.115710397804332e-304,2023-04-10
2023-04-10 03:15:00,G02,x,6281.008497,-607.491596,,5.7354574387245497e+194,2023-04-10
2023-04-10 03:15:00,G02,y,-23377.651117,-607.491596,,5.7354574387245497e+194,2023-04-10
2023-04-10 03:15:00,G02,z,11876.306061,-607.491596,,5.7354574387245497e+194,2023-04-10
2023-04-10 03:15:00,G03,x,-8035.673072,-332.646669,,5.8346850467906184e+252,2023-04-10
2023-04-10 03:15:00,G03,y,13399.880922,-332.646669,,5.8346850467906184e+252,2023-04-10
2023-04-10 03:15:00,G03,z,-21585.897817,-332.646669,,5.8346850467906184e+252,2023-04-10
2023-04-10 03:15:00,G04,x,-2303.083684,13.152351,,-2.900931439115589e+127,2023-04-10
2023-04-10 03:15:00,G04,y,22683.814406,13.152351,,-2.900931439115589e+127,2023-04-10
2023-04-10 03:15:00,G04,z,-13517.030747,13.152351,,-2.900931439115589e+127,2023-04-10
2023-04-10 03:15:00,G05,x,22727.934251,-122.813197,,1.0160080909732302e+243,2023-04-10
2023-04-10 03:15:00,G05,y,-5902.494577,-122.813197,,1.0160080909732302e+243,2023-04-10
2023-04-10 03:15:00,G05,z,12356.007819,-122.813197,,1.0160080909732302e+243,2023-04-10
2023-04-10 03:15:00,G06,x,14589.172749,586.246999,,1.4185249588263632e-251,2023-04-10
2023-04-10 03:15:00,G06,y,4726.851414,586.246999,,1.4185249588263632e-251,2023-04-10
2023-04-10 03:15:00,G06,z,-21636.129254,586.246999,,1.4185249588263632e-251,2023-04-10
2023-04-10 03:15:00,G07,x,-869.786821,204.764136,,1.25450629774e-313,2023-04-10
2023-04-10 03:15:00,G07,y,20352.843074,204.764136,,1.25450629774e-313,2023-04-10
2023-04-10 03:15:00,G07,z,17227.100665,204.764136,,1.25450629774e-313,2023-04-10
2023-04-10 03:15:00,G08,x,-10346.785392,-117.018414,,5.140910130782664e+151,2023-04-10
2023-04-10 03:15:00,G08,y,12942.204589,-117.018414,,5.140910130782664e+151,2023-04-10
2023-04-10 03:15:00,G08,z,20602.365275,-117.018414,,5.140910130782664e+151,2023-04-10
2023-04-10 03:15:00,G09,x,6891.941641,-183.209188,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G09,y,25283.318086,-183.209188,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G09,z,-4245.746153,-183.209188,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G10,x,-21339.095011,-32.178871,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G10,y,-11360.692586,-32.178871,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G10,z,11527.403242,-32.178871,,5.140910126345777e+151,2023-04-10
2023-04-10 03:15:00,G11,x,20852.77431,-157.474349,,5.1409251107388187e+151,2023-04-10
2023-04-10 03:15:00,G11,y,-8355.81699,-157.474349,,5.1409251107388187e+151,2023-04-10
2023-04-10 03:15:00,G11,z,-14135.866161,-157.474349,,5.1409251107388187e+151,2023-04-10
2023-04-10 03:15:00,G12,x,11342.058791,-362.05206,,5.9276911885045e-311,2023-04-10
2023-04-10 03:15:00,G12,y,-12188.916226,-362.05206,,5.9276911885045e-311,2023-04-10
2023-04-10 03:15:00,G12,z,-20954.833209,-362.05206,,5.9276911885045e-311,2023-04-10
2023-04-10 03:15:00,G13,x,14163.995568,503.475691,,3.171114832620555e+180,2023-04-10
2023-04-10 03:15:00,G13,y,-4963.119267,503.475691,,3.171114832620555e+180,2023-04-10
2023-04-10 03:15:00,G13,z,21728.867312,503.475691,,3.171114832620555e+180,2023-04-10
2023-04-10 03:15:00,G14,x,18783.018383,20.522549,,9.712426963083934e+189,2023-04-10
2023-04-10 03:15:00,G14,y,13423.387411,20.522549,,9.712426963083934e+189,2023-04-10
2023-04-10 03:15:00,G14,z,13263.713804,20.522549,,9.712426963083934e+189,2023-04-10
2023-04-10 03:15:00,G15,x,8713.933911,29.250811,,5.016877311938847e+231,2023-04-10
2023-04-10 03:15:00,G15,y,-14745.248599,29.250811,,5.016877311938847e+231,2023-04-10
2023-04-10 03:15:00,G15,z,19783.649692,29.250811,,5.016877311938847e+231,2023-04-10
2023-04-10 03:15:00,G16,x,-24689.685788,-509.914042,,2.1010907048015982e+265,2023-04-10
2023-04-10 03:15:00,G16,y,799.651829,-509.914042,,2.1010907048015982e+265,2023-04-10
2023-04-10 03:15:00,G16,z,10037.825954,-509.914042,,2.1010907048015982e+265,2023-04-10
2023-04-10 03:15:00,G17,x,12981.928044,709.834079,,1.9511708872182928e+233,2023-04-10
2023-04-10 03:15:00,G17,y,20990.894512,709.834079,,1.9511708872182928e+233,2023-04-10
2023-04-10 03:15:00,G17,z,-9246.194242,709.834079,,1.9511708872182928e+233,2023-04-10
